day,month,year,pizza,number,date
11,3,2020,vegetarian,4,NA
11,3,2020,vegetarian,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,2,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,hawaiian,1,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,vegetarian,3,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,meat lovers,4,NA
11,3,2020,hawaiian,3,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,5,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,2,NA
11,3,2020,margherita,1,NA
11,3,2020,margherita,3,NA
11,3,2020,four cheese,2,NA
11,3,2020,meat lovers,1,NA
11,3,2020,hawaiian,2,NA
11,3,2020,hawaiian,2,NA
11,3,2020,hawaiian,2,NA
11,3,2020,hawaiian,2,NA
11,3,2020,hawaiian,2,NA
11,3,2020,hawaiian,2,NA
11,3,2020,hawaiian,2,NA
11,3,2020,hawaiian,2,NA
11,3,2020,vegetarian,4,NA
11,3,2020,vegetarian,4,NA
11,3,2020,vegetarian,4,NA
11,3,2020,vegetarian,4,NA
11,3,2020,vegetarian,4,NA
11,3,2020,vegetarian,4,NA
11,3,2020,vegetarian,4,NA
11,3,2020,vegetarian,4,NA
12,3,2020,vegetarian,4,NA
12,3,2020,four cheese,2,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,1,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,meat lovers,5,NA
12,3,2020,hawaiian,1,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,vegetarian,5,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,four cheese,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,4,NA
12,3,2020,margherita,3,NA
13,3,2020,margherita,3,NA
13,3,2020,four cheese,4,NA
13,3,2020,meat lovers,4,NA
13,3,2020,hawaiian,2,NA
13,3,2020,vegetarian,3,NA
13,3,2020,meat lovers,1,NA
13,3,2020,margherita,4,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
13,3,2020,margherita,2,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
9,4,2019,margherita,4,NA
